PT_CODE,UMLS_CUI,TERM,TTY
10041303,C1442835,"Solar dermatitis",PT
10028602,C1442837,"Myocardial necrosis",PT
10028602,C1442837,"Myocardial necrosis",LLT
10020917,C1442839,"Hypervitaminosis D",PT
10020917,C1442839,"Hypervitaminosis D",LLT
10054202,C1442863,"IIIrd nerve paresis",LLT
10054202,C1442863,"IIIrd nerve paresis",PT
10064964,C1442879,"Phrenic nerve paralysis",LLT
10064964,C1442879,"Phrenic nerve paralysis",PT
10015688,C1442903,"Exostosis",PT
10015688,C1442903,"Exostosis",LLT
10002243,C1442968,"Anastomotic ulcer",LLT
10002243,C1442968,"Anastomotic ulcer",PT
10002954,C1442975,"Aphonia psychogenic",LLT
10002954,C1442975,"Aphonia psychogenic",PT
10021626,C1442980,"Incisional hernia, obstructive",LLT
10021626,C1442980,"Incisional hernia, obstructive",PT
10059450,C1442998,"Colpocele",LLT
10059450,C1442998,"Colpocele",PT
10016322,C1443060,"Feeling abnormal",PT
10016322,C1443060,"Feeling abnormal",LLT
10085136,C1443851,"Haemorrhagic gastroenteritis",PT
10085136,C1443851,"Haemorrhagic gastroenteritis",LLT
10067640,C1443972,"Prostatic cyst",PT
10067640,C1443972,"Prostatic cyst",LLT
10068653,C1444077,"Bone abscess",PT
10068653,C1444077,"Bone abscess",LLT
10051093,C1444565,"Cardiopulmonary failure",LLT
10051093,C1444565,"Cardiopulmonary failure",PT
10074700,C1444604,"Infective uveitis",PT
10074700,C1444604,"Infective uveitis",LLT
10036346,C1444680,"Posterior capsule opacification",LLT
10036346,C1444680,"Posterior capsule opacification",PT
10077918,C1444691,"Infective scleritis",PT
10077918,C1444691,"Infective scleritis",LLT
10069020,C1446220,"Basal ganglia infarction",LLT
10069020,C1446220,"Basal ganglia infarction",PT
10076536,C1449852,"Erythematotelangiectatic rosacea",LLT
10076536,C1449852,"Erythematotelangiectatic rosacea",PT
10076537,C1449853,"Papulopustular rosacea",LLT
10076537,C1449853,"Papulopustular rosacea",PT
10068711,C1450010,"Positional plagiocephaly",LLT
10000746,C1455728,"Acute fatty liver of pregnancy",PT
10000746,C1455728,"Acute fatty liver of pregnancy",LLT
10051315,C1455734,"Congenital hypoparathyroidism",LLT
10051315,C1455734,"Congenital hypoparathyroidism",PT
10002917,C1455780,"Aortic valve sclerosis",PT
10002917,C1455780,"Aortic valve sclerosis",LLT
10077951,C1456270,"Fatty acid oxidation disorder",PT
10077951,C1456270,"Fatty acid oxidation disorder",LLT
10058795,C1456329,"Stomach dilation procedure",LLT
10058795,C1456329,"Stomach dilation procedure",PT
10018833,C1456400,"Haematocoele",LLT
10018833,C1456400,"Haematocoele",PT
10085093,C1456530,"Craniofacial injury",LLT
10085093,C1456530,"Craniofacial injury",PT
10068188,C1456556,"Heat illness",LLT
10068188,C1456556,"Heat illness",PT
10078004,C1456587,"Metabolic surgery",LLT
10078004,C1456587,"Metabolic surgery",PT
10033864,C1456784,"Paranoia",PT
10033864,C1456784,"Paranoia",LLT
10047139,C1456863,"Vasoconstriction",LLT
10047139,C1456863,"Vasoconstriction",PT
10007025,C1456865,"Calculus ureteric",LLT
10069805,C1457873,"Os trigonum",PT
10069805,C1457873,"Os trigonum",LLT
10039987,C1457889,"Senile psychosis",LLT
10039987,C1457889,"Senile psychosis",PT
10060747,C1457897,"Congenital hypogammaglobulinaemia",LLT
10060747,C1457897,"Congenital hypogammaglobulinaemia",PT
10064858,C1457909,"Pancreatic duct dilatation",LLT
10064858,C1457909,"Pancreatic duct dilatation",PT
10046442,C1457917,"Urethral dilatation",LLT
10046442,C1457917,"Urethral dilatation",PT
10006279,C1458155,"Breast neoplasm",LLT
10006279,C1458155,"Breast neoplasm",PT
10063336,C1504319,"Base excess abnormal",LLT
10063336,C1504319,"Base excess abnormal",PT
10063337,C1504320,"Lymphocyte percentage abnormal",LLT
10063337,C1504320,"Lymphocyte percentage abnormal",PT
10063338,C1504321,"Infantile spitting up",LLT
10063338,C1504321,"Infantile spitting up",PT
10063342,C1504322,"Tryptase increased",LLT
10063342,C1504322,"Tryptase increased",PT
10063343,C1504323,"Tryptase decreased",LLT
10063343,C1504323,"Tryptase decreased",PT
10063345,C1504324,"Pharyngeal mucosa atrophy",LLT
10063348,C1504325,"Bloody airway discharge",LLT
10063350,C1504326,"Pancreatic leak",LLT
10063350,C1504326,"Pancreatic leak",PT
10063351,C1504327,"International normalised ratio fluctuation",LLT
10063351,C1504327,"International normalised ratio fluctuation",PT
10063355,C1504328,"Cerebral parenchymal calcification",LLT
10063356,C1504329,"Amniotic fluid volume decreased",LLT
10063356,C1504329,"Amniotic fluid volume decreased",PT
10063357,C1504330,"Amniotic fluid volume increased",LLT
10063357,C1504330,"Amniotic fluid volume increased",PT
10063371,C1504335,"Device therapy",LLT
10063371,C1504335,"Device therapy",PT
10063381,C1504336,"Polypoidal choroidal vasculopathy",LLT
10063381,C1504336,"Polypoidal choroidal vasculopathy",PT
10063382,C1504337,"Vascular stent insertion",LLT
10063382,C1504337,"Vascular stent insertion",PT
10063389,C1504339,"Venous stent insertion",LLT
10063389,C1504339,"Venous stent insertion",PT
10063395,C1504340,"Dural tear",LLT
10063395,C1504340,"Dural tear",PT
10063403,C1504342,"Blood growth hormone releasing hormone increased",LLT
10063403,C1504342,"Blood growth hormone releasing hormone increased",PT
10063409,C1504343,"Acarodermatitis",LLT
10063409,C1504343,"Acarodermatitis",PT
10063411,C1504344,"Hepatitis B antigen positive",LLT
10063411,C1504344,"Hepatitis B antigen positive",PT
10063414,C1504345,"Hepatitis B antigen",LLT
10063414,C1504345,"Hepatitis B antigen",PT
10063438,C1504346,"Pruritus allergic",LLT
10063438,C1504346,"Pruritus allergic",PT
10063439,C1504347,"Cardiac siderosis",LLT
10063457,C1504348,"Congenital vaginal cyst",LLT
10063457,C1504348,"Congenital vaginal cyst",PT
10063458,C1504349,"Rotavirus test positive",LLT
10063458,C1504349,"Rotavirus test positive",PT
10063469,C1504351,"Congenital androgen deficiency",LLT
10063469,C1504351,"Congenital androgen deficiency",PT
10063472,C1504354,"Chitotriosidase abnormal",LLT
10063472,C1504354,"Chitotriosidase abnormal",PT
10063473,C1504355,"Chitotriosidase increased",LLT
10063473,C1504355,"Chitotriosidase increased",PT
10063476,C1504358,"False negative pregnancy test",LLT
10063476,C1504358,"False negative pregnancy test",PT
10063477,C1504359,"Gene mutation identification test",LLT
10063477,C1504359,"Gene mutation identification test",PT
10063478,C1504360,"Gene mutation identification test positive",LLT
10063478,C1504360,"Gene mutation identification test positive",PT
10063479,C1504361,"Gene mutation identification test negative",LLT
10063479,C1504361,"Gene mutation identification test negative",PT
10063482,C1504362,"Medication dilution",LLT
10063482,C1504362,"Medication dilution",PT
10063488,C1504363,"Body temperature fluctuation",LLT
10063488,C1504363,"Body temperature fluctuation",PT
10063489,C1504364,"Intubation complication",LLT
10063518,C1504365,"Hypothenar hammer syndrome",LLT
10063518,C1504365,"Hypothenar hammer syndrome",PT
10063522,C1504366,"Varicella post vaccine",LLT
10063522,C1504366,"Varicella post vaccine",PT
10063527,C1504367,"Allergic respiratory symptom",LLT
10063527,C1504367,"Allergic respiratory symptom",PT
10063530,C1504368,"Single functional kidney",LLT
10063530,C1504368,"Single functional kidney",PT
10063532,C1504369,"Allergic respiratory disease",LLT
10063532,C1504369,"Allergic respiratory disease",PT
10063537,C1504371,"Dihydrotestosterone increased",LLT
10063537,C1504371,"Dihydrotestosterone increased",PT
10063538,C1504372,"Dihydrotestosterone decreased",LLT
10063538,C1504372,"Dihydrotestosterone decreased",PT
10063541,C1504373,"Bowel movement irregularity",LLT
10063541,C1504373,"Bowel movement irregularity",PT
10063547,C1504375,"Diabetic macroangiopathy",LLT
10063547,C1504375,"Diabetic macroangiopathy",PT
10063552,C1504376,"Unresponsive to verbal stimuli",LLT
10063554,C1504377,"Hyperglycaemic hyperosmolar nonketotic syndrome",LLT
10063554,C1504377,"Hyperglycaemic hyperosmolar nonketotic syndrome",PT
10063556,C1504378,"Coagulation test",LLT
10063556,C1504378,"Coagulation test",PT
10063557,C1504379,"Coagulation test abnormal",LLT
10063557,C1504379,"Coagulation test abnormal",PT
10063558,C1504380,"Coagulation test normal",LLT
10063558,C1504380,"Coagulation test normal",PT
10063559,C1504381,"Acute vestibular syndrome",LLT
10063559,C1504381,"Acute vestibular syndrome",PT
10063561,C1504382,"Pulmonary artery wall hypertrophy",LLT
10063561,C1504382,"Pulmonary artery wall hypertrophy",PT
10063562,C1504383,"Radiation skin injury",LLT
10063562,C1504383,"Radiation skin injury",PT
10063563,C1504384,"Congenital coagulopathy",LLT
10063563,C1504384,"Congenital coagulopathy",PT
10063566,C1504385,"Oesophageal pH",LLT
10063566,C1504385,"Oesophageal pH",PT
10063576,C1504387,"Circulating anticoagulant positive",LLT
10063576,C1504387,"Circulating anticoagulant positive",PT
10063579,C1504388,"Predisposition to disease",LLT
10063581,C1504389,"Stem cell transplant",LLT
10063581,C1504389,"Stem cell transplant",PT
10063588,C1504390,"Ortner's syndrome",LLT
10063588,C1504390,"Ortner's syndrome",PT
10063592,C1504391,"Helicobacter pylori identification test",LLT
10063593,C1504392,"Helicobacter pylori identification test positive",LLT
10063594,C1504393,"Helicobacter pylori identification test negative",LLT
10063611,C1504395,"Lung neoplasm surgery",LLT
10063611,C1504395,"Lung neoplasm surgery",PT
10063615,C1504398,"Radiotherapy to vagina",LLT
10063615,C1504398,"Radiotherapy to vagina",PT
10063616,C1504399,"Radiotherapy to lymph nodes",LLT
10063616,C1504399,"Radiotherapy to lymph nodes",PT
10063618,C1504401,"Viral iritis",LLT
10063619,C1504402,"Bacterial iritis",LLT
10063619,C1504402,"Bacterial iritis",PT
10063620,C1504403,"Acute lymphocytic leukaemia recurrent",LLT
10063620,C1504403,"Acute lymphocytic leukaemia recurrent",PT
10063629,C1504404,"Hippocampal sclerosis",LLT
10063629,C1504404,"Hippocampal sclerosis",PT
10063636,C1504405,"Pyramidal tract syndrome",LLT
10063636,C1504405,"Pyramidal tract syndrome",PT
10063637,C1504406,"Retroperitoneal effusion",LLT
10063637,C1504406,"Retroperitoneal effusion",PT
10063642,C1504408,"Calcium phosphate product increased",LLT
10063642,C1504408,"Calcium phosphate product increased",PT
10063644,C1504410,"Vital functions abnormal",LLT
10063644,C1504410,"Vital functions abnormal",PT
10063645,C1504411,"Post procedural oedema",LLT
10063645,C1504411,"Post procedural oedema",PT
10063654,C1504412,"Testotoxicosis",LLT
10063654,C1504412,"Testotoxicosis",PT
10063669,C1504415,"Photoelectric conjunctivitis",LLT
10063669,C1504415,"Photoelectric conjunctivitis",PT
10063671,C1504417,"Pregnancy after post coital contraception",LLT
10063671,C1504417,"Pregnancy after post coital contraception",PT
10063672,C1504418,"Similar reaction on previous exposure to drug",LLT
10063672,C1504418,"Similar reaction on previous exposure to drug",PT
10063678,C1504419,"Pelvic haemorrhage",LLT
10063678,C1504419,"Pelvic haemorrhage",PT
10063679,C1504420,"Venipuncture site thrombosis",LLT
10063676,C1504421,"Rhesus incompatibility",LLT
10063676,C1504421,"Rhesus incompatibility",PT
10063683,C1504422,"Application site hypersensitivity",LLT
10063683,C1504422,"Application site hypersensitivity",PT
10063684,C1504423,"Semenuria",LLT
10063684,C1504423,"Semenuria",PT
10063686,C1504424,"Antipsychotic drug level increased",LLT
10063686,C1504424,"Antipsychotic drug level increased",PT
10063709,C1504427,"Uraemic gastropathy",LLT
10063709,C1504427,"Uraemic gastropathy",PT
10063710,C1504428,"Kidney ablation",LLT
10063710,C1504428,"Kidney ablation",PT
10063712,C1504430,"Duodenal sphincterotomy",LLT
10063712,C1504430,"Duodenal sphincterotomy",PT
10063725,C1504431,"Idiopathic pneumonia syndrome",LLT
10063725,C1504431,"Idiopathic pneumonia syndrome",PT
10063726,C1504432,"Congenital anomaly in offspring",LLT
10063726,C1504432,"Congenital anomaly in offspring",PT
10063731,C1504433,"Pulmonary artery therapeutic procedure",LLT
10063731,C1504433,"Pulmonary artery therapeutic procedure",PT
10063747,C1504434,"Therapeutic response unexpected with drug substitution",LLT
10063748,C1504435,"Electrocardiogram QT interval abnormal",LLT
10063748,C1504435,"Electrocardiogram QT interval abnormal",PT
10063749,C1504436,"Pulmonary pneumatocele",LLT
10063749,C1504436,"Pulmonary pneumatocele",PT
10063750,C1504437,"Life expectancy shortened",LLT
10063750,C1504437,"Life expectancy shortened",PT
10063648,C1504438,"Cerebral artery stenosis",LLT
10063648,C1504438,"Cerebral artery stenosis",PT
10063762,C1504440,"Instillation site erythema",LLT
10063762,C1504440,"Instillation site erythema",PT
10063763,C1504441,"Instillation site pruritus",LLT
10063763,C1504441,"Instillation site pruritus",PT
10063764,C1504442,"Instillation site abnormal sensation",LLT
10063765,C1504443,"Instillation site reaction",LLT
10063765,C1504443,"Instillation site reaction",PT
10063774,C1504444,"Implant site cellulitis",LLT
10063774,C1504444,"Implant site cellulitis",PT
10063775,C1504445,"Implant site discharge",LLT
10063775,C1504445,"Implant site discharge",PT
10063776,C1504446,"Implant site oedema",LLT
10063776,C1504446,"Implant site oedema",PT
10063777,C1504447,"Implant site effusion",LLT
10063778,C1504448,"Implant site erosion",LLT
10063778,C1504448,"Implant site erosion",PT
10063779,C1504449,"Implant site erythema",LLT
10063779,C1504449,"Implant site erythema",PT
10063780,C1504450,"Implant site haematoma",LLT
10063780,C1504450,"Implant site haematoma",PT
10063781,C1504451,"Implant site inflammation",LLT
10063781,C1504451,"Implant site inflammation",PT
10063782,C1504452,"Implant site pain",LLT
10063782,C1504452,"Implant site pain",PT
10063783,C1504453,"Implant site paraesthesia",LLT
10063783,C1504453,"Implant site paraesthesia",PT
10063784,C1504454,"Implant site phlebitis",LLT
10063784,C1504454,"Implant site phlebitis",PT
10063785,C1504455,"Implant site pruritus",LLT
10063785,C1504455,"Implant site pruritus",PT
10063786,C1504456,"Implant site rash",LLT
10063786,C1504456,"Implant site rash",PT
10063787,C1504457,"Implant site urticaria",LLT
10063787,C1504457,"Implant site urticaria",PT
10063797,C1504458,"Cataract operation",LLT
10063797,C1504458,"Cataract operation",PT
10063802,C1504460,"Genital erosion",LLT
10063802,C1504460,"Genital erosion",PT
10063803,C1504461,"Cervix erythema",LLT
10063803,C1504461,"Cervix erythema",PT
10063816,C1504462,"Vulval haemorrhage",LLT
10063816,C1504462,"Vulval haemorrhage",PT
10063661,C1504463,"Vascular encephalopathy",LLT
10063661,C1504463,"Vascular encephalopathy",PT
10063829,C1504465,"Device malfunction",LLT
10063829,C1504465,"Device malfunction",PT
10063410,C1504489,"Lumbarisation",LLT
10063410,C1504489,"Lumbarisation",PT
10063442,C1504493,"Iliolumbar syndrome",LLT
10063442,C1504493,"Iliolumbar syndrome",PT
10063571,C1504514,"Human herpesvirus 7 infection",LLT
10063571,C1504514,"Human herpesvirus 7 infection",PT
10063677,C1504542,"Puncture site infection",LLT
10063677,C1504542,"Puncture site infection",PT
10063743,C1504561,"Hypophagia",LLT
10063743,C1504561,"Hypophagia",PT
10063889,C1504561,"Oral intake reduced",LLT
10063769,C1504573,"Instillation site coldness",LLT
10063769,C1504573,"Instillation site coldness",PT
10063771,C1504575,"Instillation site foreign body sensation",LLT
10063771,C1504575,"Instillation site foreign body sensation",PT
10063772,C1504576,"Instillation site dryness",LLT
10063772,C1504576,"Instillation site dryness",PT
10063815,C1504594,"Cervix warts",LLT
10063815,C1504594,"Cervix warts",PT
10063832,C1504600,"Electromagnetic interference",LLT
10063832,C1504600,"Electromagnetic interference",PT
10062658,C1508749,"Capillary fragility test",LLT
10062658,C1508749,"Capillary fragility test",PT
10034018,C1510410,"Parosmia",PT
10034018,C1510410,"Parosmia",LLT
10048975,C1510412,"Vascular pseudoaneurysm",LLT
10048975,C1510412,"Vascular pseudoaneurysm",PT
10070635,C1510417,"Gait apraxia",PT
10070635,C1510417,"Gait apraxia",LLT
10043595,C1510431,"Thrombophlebitis superficial",LLT
10072578,C1510437,"Chronic actinic dermatitis",LLT
10072578,C1510437,"Chronic actinic dermatitis",PT
10049712,C1510450,"Dysacusis",PT
10049712,C1510450,"Dysacusis",LLT
10021135,C1510471,"Hypovitaminosis",LLT
10021135,C1510471,"Hypovitaminosis",PT
10013663,C1510472,"Drug dependence",LLT
10013663,C1510472,"Drug dependence",PT
10021049,C1510473,"Hypopharyngeal cancer stage IV",LLT
10021049,C1510473,"Hypopharyngeal cancer stage IV",PT
10013559,C1510475,"Diverticulum intestinal",LLT
10013559,C1510475,"Diverticulum intestinal",PT
10004769,C1510477,"Biopsy endometrium",LLT
10004769,C1510477,"Biopsy endometrium",PT
10029229,C1510479,"Neuralgic amyotrophy",PT
10029229,C1510479,"Neuralgic amyotrophy",LLT
10024214,C1510497,"Lenticular opacities",LLT
10024214,C1510497,"Lenticular opacities",PT
10048757,C1510502,"Oncocytoma",PT
10048757,C1510502,"Oncocytoma",LLT
10043682,C1510517,"Thymus hypertrophy",LLT
10063844,C1510586,"Autism spectrum disorder",LLT
10063844,C1510586,"Autism spectrum disorder",PT
10075648,C1511021,"BRAF gene mutation",LLT
10075648,C1511021,"BRAF gene mutation",PT
10071980,C1511022,"BRCA1 gene mutation",LLT
10071980,C1511022,"BRCA1 gene mutation",PT
10071981,C1511024,"BRCA2 gene mutation",LLT
10071981,C1511024,"BRCA2 gene mutation",PT
10081927,C1511442,"Checkpoint kinase 2 gene mutation",LLT
10081927,C1511442,"Checkpoint kinase 2 gene mutation",PT
10075653,C1512127,"HER2 gene amplification",LLT
10075653,C1512127,"HER2 gene amplification",PT
10066435,C1512508,"Human herpesvirus 8 infection",LLT
10066435,C1512508,"Human herpesvirus 8 infection",PT
10071972,C1513808,"N-ras gene mutation",LLT
10071972,C1513808,"N-ras gene mutation",PT
10067623,C1514689,"Radiation interaction",LLT
10067623,C1514689,"Radiation interaction",PT
10069569,C1514818,"Regional chemotherapy",LLT
10069569,C1514818,"Regional chemotherapy",PT
10075638,C1515560,"HER2 protein overexpression",LLT
10075638,C1515560,"HER2 protein overexpression",PT
10065163,C1516669,"Clonal evolution",LLT
10065163,C1516669,"Clonal evolution",PT
10079928,C1517115,"Fallopian tube leiomyoma",LLT
10079928,C1517115,"Fallopian tube leiomyoma",PT
10072871,C1518048,"Lymphatic mapping",LLT
10072871,C1518048,"Lymphatic mapping",PT
10065858,C1518236,"Ovarian stromal cancer",LLT
10065858,C1518236,"Ovarian stromal cancer",PT
10037876,C1519353,"Rash papular",LLT
10037876,C1519353,"Rash papular",PT
10081933,C1519651,"Trisomy 16",LLT
10081933,C1519651,"Trisomy 16",PT
10067961,C1520224,"Eastern Cooperative Oncology Group performance status",PT
10067961,C1520224,"Eastern Cooperative Oncology Group performance status",LLT
10059939,C1522024,"LE cells",LLT
10059939,C1522024,"LE cells",PT
10023791,C1522378,"Large granular lymphocytosis",PT
10023791,C1522378,"Large granular lymphocytosis",LLT
10037794,C1522449,"Radiotherapy",PT
10037794,C1522449,"Radiotherapy",LLT
10048962,C1527311,"Brain oedema",LLT
10048962,C1527311,"Brain oedema",PT
10040767,C1527336,"Sjogren's syndrome",PT
10040767,C1527336,"Sjogren's syndrome",LLT
10013952,C1527344,"Dysphonia",PT
10013952,C1527344,"Dysphonia",LLT
10006127,C1527348,"Brain hypoxia",LLT
10006127,C1527348,"Brain hypoxia",PT
10027982,C1527383,"Morphoea",PT
10027982,C1527383,"Morphoea",LLT
10011766,C1527396,"Cystic fibrosis pancreatic",LLT
10011766,C1527396,"Cystic fibrosis pancreatic",PT
10066400,C1527398,"Emergency care",PT
10066400,C1527398,"Emergency care",LLT
10014962,C1527407,"Eosinophilic pneumonia",PT
10014962,C1527407,"Eosinophilic pneumonia",LLT
10038519,C1527410,"Renal rickets",PT
10038519,C1527410,"Renal rickets",LLT
10038908,C1527411,"Retinal vein thrombosis",PT
10038908,C1527411,"Retinal vein thrombosis",LLT
10033167,C1527435,"Ovarian failure postoperative",LLT
10033167,C1527435,"Ovarian failure postoperative",PT
10084936,C1531510,"Bacterial endophthalmitis",LLT
10084936,C1531510,"Bacterial endophthalmitis",PT
10069166,C1531527,"Blebitis",PT
10069166,C1531527,"Blebitis",LLT
10076692,C1531582,"Anterior segment ischaemia",PT
10076692,C1531582,"Anterior segment ischaemia",LLT
10079857,C1531773,"Currarino syndrome",LLT
10079857,C1531773,"Currarino syndrome",PT
10075404,C1531861,"Corneal warpage",PT
10075404,C1531861,"Corneal warpage",LLT
10065608,C1532338,"Percutaneous coronary intervention",LLT
10065608,C1532338,"Percutaneous coronary intervention",PT
10063202,C1532533,"Mycotic endophthalmitis",LLT
10063202,C1532533,"Mycotic endophthalmitis",PT
10076949,C1532713,"Janeway lesion",PT
10076949,C1532713,"Janeway lesion",LLT
10064120,C1532968,"Punctal plug insertion",LLT
10064120,C1532968,"Punctal plug insertion",PT
10002150,C1533150,"Anal dilatation",LLT
10002150,C1533150,"Anal dilatation",PT
10070817,C1533284,"Bone decalcification",LLT
10033791,C1533592,"Paraganglion neoplasm malignant",LLT
10033791,C1533592,"Paraganglion neoplasm malignant",PT
10051409,C1533601,"Biopsy artery",LLT
10051409,C1533601,"Biopsy artery",PT
10057601,C1533605,"Choledocholithotomy",LLT
10052975,C1533607,"Lymphoid tissue operation",LLT
10052975,C1533607,"Lymphoid tissue operation",PT
10046815,C1533611,"Uterine prolapse repair",LLT
10046815,C1533611,"Uterine prolapse repair",PT
10022944,C1533613,"Iridotomy",PT
10022944,C1533613,"Iridotomy",LLT
10082082,C1533614,"Respiratory tract operation",LLT
10082082,C1533614,"Respiratory tract operation",PT
10061791,C1533617,"Cranial nerve operation",LLT
10061791,C1533617,"Cranial nerve operation",PT
10081148,C1533618,"Fat embolism syndrome",PT
10081148,C1533618,"Fat embolism syndrome",LLT
10070297,C1533621,"Pancreaticogastrostomy",PT
10070297,C1533621,"Pancreaticogastrostomy",LLT
10003124,C1533637,"Arrhythmia neonatal",LLT
10003124,C1533637,"Arrhythmia neonatal",PT
10038368,C1533649,"Renal arteriovenous malformation",LLT
10038368,C1533649,"Renal arteriovenous malformation",PT
10008514,C1533650,"Child neglect",LLT
10008514,C1533650,"Child neglect",PT
10007877,C1533651,"Cell-mediated immune deficiency",PT
10007877,C1533651,"Cell-mediated immune deficiency",LLT
10054128,C1533658,"Vitamin supplementation",LLT
10054128,C1533658,"Vitamin supplementation",PT
10046410,C1533665,"Ureteric repair",LLT
10046410,C1533665,"Ureteric repair",PT
10055056,C1533669,"Biopsy eyelid",LLT
10055056,C1533669,"Biopsy eyelid",PT
10006027,C1533674,"Borderline glaucoma",LLT
10006027,C1533674,"Borderline glaucoma",PT
10052995,C1533685,"Injection",PT
10052995,C1533685,"Injection",LLT
10049413,C1535502,"Bronchoalveolar lavage",LLT
10049413,C1535502,"Bronchoalveolar lavage",PT
10064214,C1535578,"Uvulopalatopharyngoplasty",LLT
10064214,C1535578,"Uvulopalatopharyngoplasty",PT
10061802,C1535847,"Cyclosporidium infection",LLT
10061802,C1535847,"Cyclosporidium infection",PT
10063838,C1535848,"Asymptomatic viral hepatitis",LLT
10063838,C1535848,"Asymptomatic viral hepatitis",PT
10063839,C1535849,"Application site induration",LLT
10063839,C1535849,"Application site induration",PT
10063841,C1535850,"Spinal corpectomy",LLT
10063841,C1535850,"Spinal corpectomy",PT
10063848,C1535851,"Implant site abscess",LLT
10063848,C1535851,"Implant site abscess",PT
10063849,C1535852,"Implant site atrophy",LLT
10063849,C1535852,"Implant site atrophy",PT
10063850,C1535853,"Implant site bruising",LLT
10063850,C1535853,"Implant site bruising",PT
10063852,C1535854,"Implant site calcification",LLT
10063852,C1535854,"Implant site calcification",PT
10063853,C1535855,"Implant site coldness",LLT
10063853,C1535855,"Implant site coldness",PT
10063854,C1535856,"Implant site cyst",LLT
10063854,C1535856,"Implant site cyst",PT
10063855,C1535857,"Implant site dermatitis",LLT
10063855,C1535857,"Implant site dermatitis",PT
10063856,C1535858,"Implant site extravasation",LLT
10063856,C1535858,"Implant site extravasation",PT
10063857,C1535859,"Implant site fibrosis",LLT
10063857,C1535859,"Implant site fibrosis",PT
10063858,C1535860,"Implant site hypersensitivity",LLT
10063858,C1535860,"Implant site hypersensitivity",PT
10063859,C1535861,"Implant site hypertrophy",LLT
10063859,C1535861,"Implant site hypertrophy",PT
10063860,C1535862,"Implant site induration",LLT
10063860,C1535862,"Implant site induration",PT
10063861,C1535863,"Implant site ischaemia",LLT
10063861,C1535863,"Implant site ischaemia",PT
10063862,C1535864,"Implant site mass",LLT
10063862,C1535864,"Implant site mass",PT
10063863,C1535865,"Implant site necrosis",LLT
10063863,C1535865,"Implant site necrosis",PT
10063864,C1535866,"Implant site nerve injury",LLT
10063864,C1535866,"Implant site nerve injury",PT
10063865,C1535867,"Implant site papules",LLT
10063865,C1535867,"Implant site papules",PT
10063866,C1535868,"Implant site pustules",LLT
10063866,C1535868,"Implant site pustules",PT
10063867,C1535869,"Implant site swelling",LLT
10063867,C1535869,"Implant site swelling",PT
10063868,C1535870,"Implant site thrombosis",LLT
10063868,C1535870,"Implant site thrombosis",PT
10063869,C1535871,"Implant site ulcer",LLT
10063869,C1535871,"Implant site ulcer",PT
10063870,C1535872,"Implant site vesicles",LLT
10063870,C1535872,"Implant site vesicles",PT
10063871,C1535873,"Implant site warmth",LLT
10063871,C1535873,"Implant site warmth",PT
10063873,C1535875,"Implant site scar",LLT
10063873,C1535875,"Implant site scar",PT
10063874,C1535876,"Implant site discolouration",LLT
10063874,C1535876,"Implant site discolouration",PT
10063875,C1535877,"Uterine haematoma",LLT
10063875,C1535877,"Uterine haematoma",PT
10063880,C1535878,"Vessel puncture site reaction",LLT
10063880,C1535878,"Vessel puncture site reaction",PT
10063881,C1535879,"Vessel puncture site bruise",LLT
10063881,C1535879,"Vessel puncture site bruise",PT
10063885,C1535880,"Radiation thyroiditis",LLT
10063885,C1535880,"Radiation thyroiditis",PT
10063890,C1535882,"Lower respiratory tract infection bacterial",LLT
10063890,C1535882,"Lower respiratory tract infection bacterial",PT
10063896,C1535883,"Anal ulcer haemorrhage",LLT
10063896,C1535883,"Anal ulcer haemorrhage",PT
10063907,C1535885,"APACHE II score increased",LLT
10063907,C1535885,"APACHE II score increased",PT
10063908,C1535886,"Non-Hodgkin's lymphoma unspecified histology aggressive",LLT
10063908,C1535886,"Non-Hodgkin's lymphoma unspecified histology aggressive",PT
10063909,C1535887,"Post procedural pulmonary embolism",LLT
10063909,C1535887,"Post procedural pulmonary embolism",PT
10063910,C1535888,"Sleep disorder due to a general medical condition",LLT
10063910,C1535888,"Sleep disorder due to a general medical condition",PT
10063914,C1535889,"Multimorbidity",LLT
10063914,C1535889,"Multimorbidity",PT
10063922,C1535891,"Anti factor VIII antibody negative",LLT
10063922,C1535891,"Anti factor VIII antibody negative",PT
10063923,C1535892,"Anti factor IX antibody negative",LLT
10063923,C1535892,"Anti factor IX antibody negative",PT
10063927,C1535893,"Orthostatic intolerance",LLT
10063927,C1535893,"Orthostatic intolerance",PT
10063937,C1535894,"Capsular block syndrome",LLT
10063937,C1535894,"Capsular block syndrome",PT
10063938,C1535895,"Posterior capsule rupture",LLT
10063938,C1535895,"Posterior capsule rupture",PT
10063960,C1535896,"Vessel puncture site discharge",LLT
10063960,C1535896,"Vessel puncture site discharge",PT
10063966,C1535897,"Hair-thread tourniquet syndrome",LLT
10063966,C1535897,"Hair-thread tourniquet syndrome",PT
10063967,C1535898,"Non-high-density lipoprotein cholesterol increased",LLT
10063967,C1535898,"Non-high-density lipoprotein cholesterol increased",PT
10063984,C1535899,"Non-high-density lipoprotein cholesterol",LLT
10063984,C1535899,"Non-high-density lipoprotein cholesterol",PT
10063987,C1535902,"Phytosterol level increased",LLT
10063987,C1535902,"Phytosterol level increased",PT
10063988,C1535903,"Reaction to medical agent preservatives",LLT
